Feature,Gain,Weight,Cover,XGBContribution,Permutation,Target,CompositeImportance,BusinessMeaning
daily_gross_revenue_before_discount_lag7,41563543568384.0,38.0,654.015869140625,25397.238,25175.97890625,Revenue_Residual,0.28512882401023254,nhu cầu lịch sử và tính mùa vụ
daily_return_risk_index_lag365,21489579458560.0,42.0,744.3333129882812,34961.695,37575.29921875,Revenue_Residual,0.2811485875603835,nhu cầu lịch sử và tính mùa vụ
daily_total_cogs_lag30,18521794805760.0,51.0,926.162841796875,27088.787,21892.439453125,Revenue_Residual,0.2786416322958036,nhu cầu lịch sử và tính mùa vụ
size_mix_return_pressure_roll30,25648674373632.0,29.0,716.2035522460938,29829.957,40017.85234375,Revenue_Residual,0.26579387393659976,nhu cầu lịch sử và tính mùa vụ
daily_promo_order_count_lag365,39800056840192.0,21.0,904.4666748046875,16515.135,15544.958203125,Revenue_Residual,0.2640046383663209,nhu cầu lịch sử và tính mùa vụ
daily_discount_depth_roll7,25804989792256.0,15.0,1202.86669921875,11262.738,27703.580859375,Revenue_Residual,0.26343117186609805,nhu cầu lịch sử và tính mùa vụ
covid_intensity_roll30,32471905206272.0,2.0,1450.550048828125,7113.2207,8641.8314453125,Revenue_Residual,0.2632885605577836,nhu cầu lịch sử và tính mùa vụ
city_encoded_lag30,20077428604928.0,26.0,1312.7154541015625,17480.129,6032.45830078125,Revenue_Residual,0.2623430712323881,nhu cầu lịch sử và tính mùa vụ
daily_total_cogs_lag365,17829411684352.0,59.0,539.3372802734375,24625.861,37360.99453125,Revenue_Residual,0.2568804916726398,nhu cầu lịch sử và tính mùa vụ
daily_order_count_roll7,18616867094528.0,29.0,1344.968994140625,3308.176,3022.827392578125,Revenue_Residual,0.24324791371035165,nhu cầu lịch sử và tính mùa vụ
daily_gross_revenue_before_discount_lag30,24901675122688.0,30.0,907.3333740234375,17372.725,12690.9640625,Revenue_Residual,0.2397015310780944,nhu cầu lịch sử và tính mùa vụ
active_customer_demographic_mix_score_lag30,38857747726336.0,10.0,701.1699829101562,15421.19,31298.73046875,Revenue_Residual,0.23970037653158896,nhu cầu lịch sử và tính mùa vụ
aov_roll7,0.23914094269275665,64.0,934.1813354492188,0.004521381,0.004806604515761137,COGS_Ratio,0.23832558790823438,nhu cầu lịch sử và tính mùa vụ
customer_repurchase_cadence_index_roll7,16779750408192.0,22.0,814.504638671875,22796.3,31623.133984375,Revenue_Residual,0.22798812357510295,nhu cầu lịch sử và tính mùa vụ
size_mix_return_pressure_lag365,17357480132608.0,39.0,405.7384948730469,27305.043,42684.33828125,Revenue_Residual,0.2236506707154323,nhu cầu lịch sử và tính mùa vụ
daily_total_quantity_lag7,27030120824832.0,70.0,455.0014343261719,7467.381,3382.714013671875,Revenue_Residual,0.22179133615003788,nhu cầu lịch sử và tính mùa vụ
promo_penetration_rate_lag365,44562621923328.0,4.0,830.375,6117.907,7665.002734375,Revenue_Residual,0.22077188789331775,nhu cầu lịch sử và tính mùa vụ
daily_total_cogs_lag7,25122752692224.0,39.0,623.546142578125,13547.34,16619.59921875,Revenue_Residual,0.21861299875457432,nhu cầu lịch sử và tính mùa vụ
avg_delivery_days_lag365,10458427817984.0,34.0,902.4675903320312,16966.43,20270.075,Revenue_Residual,0.21856353813363497,nhu cầu lịch sử và tính mùa vụ
daily_promo_line_count_roll7,0.18692290782928467,59.0,703.69140625,0.0055161705,0.008676767908036708,COGS_Ratio,0.21604239339759332,nhu cầu lịch sử và tính mùa vụ
daily_order_line_count_lag7,30925161234432.0,45.0,616.7576904296875,4228.293,3850.795751953125,Revenue_Residual,0.21212997424859842,nhu cầu lịch sử và tính mùa vụ
promo_penetration_rate_roll30,0.027275260537862778,127.0,585.018798828125,0.001864022,0.002924495842307806,COGS_Ratio,0.2099902796348112,nhu cầu lịch sử và tính mùa vụ
daily_expected_margin_mix_roll7,0.002801245078444481,137.0,600.7515258789062,0.000762292,0.0011722315801307559,COGS_Ratio,0.20729819923416043,nhu cầu lịch sử và tính mùa vụ
daily_mobile_order_ratio_lag365,10157575634944.0,37.0,749.4324951171875,14613.741,21905.673828125,Revenue_Residual,0.20282158689236426,nhu cầu lịch sử và tính mùa vụ
daily_gross_revenue_before_discount_roll7,23897684574208.0,42.0,436.4428405761719,19852.268,12191.834375,Revenue_Residual,0.20246400667206338,nhu cầu lịch sử và tính mùa vụ
day_of_year,0.030543223023414612,130.0,452.10162353515625,0.002055607,0.0031499085016548634,COGS_Ratio,0.2006360805141008,"hiệu ứng lịch, mùa vụ ngắn hạn và ngày đặc biệt"
daily_order_count_lag365,27952416817152.0,25.0,572.303955078125,10781.043,17791.841796875,Revenue_Residual,0.198164334125782,nhu cầu lịch sử và tính mùa vụ
new_customer_aov_roll30,15703767777280.0,25.0,662.156005859375,16648.436,22816.9,Revenue_Residual,0.19373746008859308,nhu cầu lịch sử và tính mùa vụ
daily_total_cogs_roll7,12510863294464.0,49.0,677.5143432617188,8312.811,9431.519140625,Revenue_Residual,0.19342395621899763,nhu cầu lịch sử và tính mùa vụ
aov_roll7,20291514269696.0,23.0,660.6000366210938,13120.253,19745.768359375,Revenue_Residual,0.19322800680724925,nhu cầu lịch sử và tính mùa vụ
legacy_aov_lag365,26945567850496.0,39.0,362.4999694824219,16914.342,12113.83125,Revenue_Residual,0.19289129158263174,nhu cầu lịch sử và tính mùa vụ
regional_revenue_concentration_index_roll7,0.0014003418618813157,102.0,767.3529663085938,0.0005809632,0.0008430457208305597,COGS_Ratio,0.18879908308800755,nhu cầu lịch sử và tính mùa vụ
high_intent_traffic_share_roll7,0.001149850315414369,84.0,928.2882080078125,0.00055650534,0.0006953454576432705,COGS_Ratio,0.18785983628301434,nhu cầu lịch sử và tính mùa vụ
week_of_year,16439193894912.0,18.0,795.38330078125,8006.905,19443.88203125,Revenue_Residual,0.1854655227430665,"hiệu ứng lịch, mùa vụ ngắn hạn và ngày đặc biệt"
covid_intensity_lag365,0.06690900772809982,12.0,1338.5582275390625,0.0016334644,0.002069099387153983,COGS_Ratio,0.18116745862718323,nhu cầu lịch sử và tính mùa vụ
active_customer_demographic_mix_score_roll30,20012102320128.0,9.0,977.9110107421875,3769.5444,4224.576123046875,Revenue_Residual,0.18006165124210535,nhu cầu lịch sử và tính mùa vụ
financing_intensity_index_roll30,10418019893248.0,40.0,537.8300170898438,13924.381,19570.877734375,Revenue_Residual,0.17971435025523702,nhu cầu lịch sử và tính mùa vụ
daily_mobile_order_ratio_roll30,0.0016198873054236174,126.0,472.33251953125,0.00042958636,0.0007471455493941904,COGS_Ratio,0.17963963684574635,nhu cầu lịch sử và tính mùa vụ
city_encoded_lag365,0.014412637799978256,86.0,701.7117309570312,0.0017169415,0.002579947886988521,COGS_Ratio,0.1783572316109793,nhu cầu lịch sử và tính mùa vụ
daily_discount_depth_lag7,15051205378048.0,9.0,880.9556274414062,11369.28,11989.2369140625,Revenue_Residual,0.1767011576780963,nhu cầu lịch sử và tính mùa vụ
daily_discount_amount_lag7,18664055111680.0,11.0,813.5908813476562,7565.5547,10077.5583984375,Revenue_Residual,0.1725860851614504,nhu cầu lịch sử và tính mùa vụ
daily_mobile_order_ratio_lag30,0.0011340457713231444,127.0,418.03082275390625,0.00018322893,0.00040243942639790476,COGS_Ratio,0.17255143433799214,nhu cầu lịch sử và tính mùa vụ
financing_intensity_index_lag365,0.0011769960401579738,107.0,585.0868530273438,0.0003252869,0.0005220132297836244,COGS_Ratio,0.17189318308839424,nhu cầu lịch sử và tính mùa vụ
daily_discount_depth_lag7,0.07980061322450638,55.0,693.3345336914062,0.003451854,0.004574157018214464,COGS_Ratio,0.17144801484473,nhu cầu lịch sử và tính mùa vụ
daily_total_item_revenue_lag30,18529650737152.0,44.0,435.2386474609375,7616.823,8129.252734375,Revenue_Residual,0.17072874451266157,nhu cầu lịch sử và tính mùa vụ
city_encoded_roll30,22978452520960.0,20.0,682.1900024414062,5579.321,1563.2322265625,Revenue_Residual,0.16742072453699783,nhu cầu lịch sử và tính mùa vụ
daily_promo_line_count_roll30,33379923787776.0,27.0,163.82962036132812,11957.687,16050.599609375,Revenue_Residual,0.16656223449718421,nhu cầu lịch sử và tính mùa vụ
avg_delivery_days_lag7,0.0008117448887787759,96.0,636.4166870117188,0.00035099348,0.0004827067139558494,COGS_Ratio,0.1665304386951187,nhu cầu lịch sử và tính mùa vụ
daily_promo_line_count_roll7,25951981273088.0,21.0,392.7428283691406,12447.284,14516.9234375,Revenue_Residual,0.16649390524568747,nhu cầu lịch sử và tính mùa vụ
category_reason_weighted_return_risk_lag365,0.0013028025859966874,78.0,801.1307373046875,0.00032495765,0.00045450741308741274,COGS_Ratio,0.16649187786001787,nhu cầu lịch sử và tính mùa vụ
new_customer_aov_lag30,0.0008672325639054179,76.0,807.3130493164062,0.00044735667,0.0005556405754759908,COGS_Ratio,0.1659505224995207,nhu cầu lịch sử và tính mùa vụ
category_encoded_lag30,18693144707072.0,30.0,377.92333984375,17215.352,13305.167578125,Revenue_Residual,0.16526872211671162,nhu cầu lịch sử và tính mùa vụ
payment_method_cancellation_risk_lag7,0.0014436709461733699,97.0,609.4485473632812,0.00036528485,0.0005928846541792155,COGS_Ratio,0.16511093915330535,nhu cầu lịch sử và tính mùa vụ
daily_discount_amount_lag7,0.027198003605008125,75.0,614.367919921875,0.0024159614,0.00306730424053967,COGS_Ratio,0.164697227629872,nhu cầu lịch sử và tính mùa vụ
daily_mobile_order_ratio_lag7,0.0009539168095216155,108.0,500.80914306640625,0.0002793901,0.0005349254235625267,COGS_Ratio,0.16357429346282845,nhu cầu lịch sử và tính mùa vụ
daily_stockout_rate_lag30,0.0009380900883115828,100.0,567.7919311523438,0.00027930233,0.0005160111002624034,COGS_Ratio,0.16287342133690688,nhu cầu lịch sử và tính mùa vụ
daily_order_line_count_lag365,23118548566016.0,28.0,432.87860107421875,5569.1694,13465.2615234375,Revenue_Residual,0.1628708547013487,nhu cầu lịch sử và tính mùa vụ
wt_sessions_roll30,31087615016960.0,9.0,408.2222595214844,9884.375,14061.825390625,Revenue_Residual,0.16018403402466783,nhu cầu lịch sử và tính mùa vụ
upt_lag30,0.0009417813853360713,99.0,544.2908935546875,0.0003937846,0.0005748020950704813,COGS_Ratio,0.1600150762447881,nhu cầu lịch sử và tính mùa vụ
daily_avg_fill_rate_roll30,13209824133120.0,28.0,682.7750244140625,4064.3977,7647.06962890625,Revenue_Residual,0.1598701811556385,nhu cầu lịch sử và tính mùa vụ
avg_delivery_days_roll7,8810110386176.0,40.0,393.5224914550781,14227.785,19104.79765625,Revenue_Residual,0.159419660987727,nhu cầu lịch sử và tính mùa vụ
wt_bounce_rate_roll7,0.0009598800679668784,100.0,523.0889282226562,0.00028463732,0.0004736561910249293,COGS_Ratio,0.1579329585107542,nhu cầu lịch sử và tính mùa vụ
daily_expected_margin_mix_lag30,0.0012489809887483716,98.0,518.8225708007812,0.00050637894,0.0008184814476408064,COGS_Ratio,0.15756613227721505,nhu cầu lịch sử và tính mùa vụ
daily_expected_margin_mix_roll7,14732221218816.0,17.0,589.0117797851562,11515.857,15682.1294921875,Revenue_Residual,0.15746708923016112,nhu cầu lịch sử và tính mùa vụ
financing_intensity_index_lag7,0.0008722544298507273,118.0,352.6686096191406,0.00014880682,0.00034865802736021577,COGS_Ratio,0.15625877747516256,nhu cầu lịch sử và tính mùa vụ
customer_repurchase_cadence_index_roll30,19265499430912.0,27.0,452.55181884765625,7706.6074,10839.9783203125,Revenue_Residual,0.1549895317144929,nhu cầu lịch sử và tính mùa vụ
daily_order_line_count_roll30,17662581145600.0,40.0,363.00750732421875,8224.945,6867.6576171875,Revenue_Residual,0.15464997930432273,nhu cầu lịch sử và tính mùa vụ
daily_discount_amount_roll7,24788990951424.0,17.0,430.3588562011719,6427.489,14342.5330078125,Revenue_Residual,0.1540722228995773,nhu cầu lịch sử và tính mùa vụ
legacy_aov_roll7,0.08855199068784714,58.0,632.3794555664062,0.0019243733,0.0016355230240151287,COGS_Ratio,0.1536247627003487,nhu cầu lịch sử và tính mùa vụ
regional_revenue_concentration_index_roll7,8107040702464.0,48.0,345.2333068847656,11627.762,13469.9380859375,Revenue_Residual,0.15302829767802992,nhu cầu lịch sử và tính mùa vụ
daily_order_count_lag7,21788522184704.0,38.0,307.084228515625,5926.179,5641.6037109375,Revenue_Residual,0.15061645598591167,nhu cầu lịch sử và tính mùa vụ
wt_unique_visitors_lag365,0.0010238937102258205,37.0,1008.07568359375,0.00042920042,0.000602881028316915,COGS_Ratio,0.14933393740817064,nhu cầu lịch sử và tính mùa vụ
promo_penetration_rate_lag365,0.06279755383729935,50.0,685.7100219726562,0.0018686613,0.0022967102471739055,COGS_Ratio,0.149026743637034,nhu cầu lịch sử và tính mùa vụ
high_intent_traffic_share_roll30,0.0011614739196375012,58.0,810.4843139648438,0.00035247902,0.0004918816208373755,COGS_Ratio,0.1480084739736184,nhu cầu lịch sử và tính mùa vụ
legacy_aov_lag30,11911125008384.0,26.0,504.87689208984375,11475.318,10000.145703125,Revenue_Residual,0.1469545935750519,nhu cầu lịch sử và tính mùa vụ
promo_penetration_rate_roll30,30421551153152.0,15.0,288.7133483886719,6768.698,12461.6029296875,Revenue_Residual,0.14677754408664956,nhu cầu lịch sử và tính mùa vụ
wt_bounce_rate_lag30,0.0014732885174453259,95.0,452.54107666015625,0.0003237864,0.00045179518638178707,COGS_Ratio,0.14556107559062764,nhu cầu lịch sử và tính mùa vụ
avg_delivery_days_lag30,0.0009816838428378105,95.0,460.2126770019531,0.00016466137,0.0003749120340216905,COGS_Ratio,0.14539548927471196,nhu cầu lịch sử và tính mùa vụ
daily_discount_depth_lag30,0.03801746666431427,47.0,780.38720703125,0.0009872972,0.0012956312857568264,COGS_Ratio,0.14529578329287135,nhu cầu lịch sử và tính mùa vụ
category_reason_weighted_return_risk_roll30,20596477919232.0,26.0,429.06927490234375,5562.092,5247.46083984375,Revenue_Residual,0.14493123294213572,nhu cầu lịch sử và tính mùa vụ
size_mix_return_pressure_lag7,9874520932352.0,28.0,622.3607177734375,4561.481,6121.38837890625,Revenue_Residual,0.14425286453046757,nhu cầu lịch sử và tính mùa vụ
daily_stockout_rate_lag365,0.0011267663212493062,92.0,473.0520935058594,0.00017081156,0.0003169780655298382,COGS_Ratio,0.14369702149094118,nhu cầu lịch sử và tính mùa vụ
daily_total_quantity_lag365,20531992592384.0,22.0,394.0909118652344,6117.8667,11665.5521484375,Revenue_Residual,0.1432904787542724,nhu cầu lịch sử và tính mùa vụ
daily_mobile_order_ratio_lag365,0.0012282301904633641,93.0,455.6451721191406,0.00018283448,0.0003976196865551174,COGS_Ratio,0.14312035387968108,nhu cầu lịch sử và tính mùa vụ
wt_avg_session_dur_lag30,0.0012530246749520302,83.0,545.9602661132812,0.000141136,0.0003179940802510828,COGS_Ratio,0.1426130089105651,nhu cầu lịch sử và tính mùa vụ
daily_stockout_rate_lag365,12341864300544.0,20.0,484.94500732421875,10925.572,14223.558203125,Revenue_Residual,0.1415706907382544,nhu cầu lịch sử và tính mùa vụ
active_customer_demographic_mix_score_roll7,0.0019113091984763741,3.0,1269.7332763671875,6.043162e-05,9.545669745421037e-05,COGS_Ratio,0.14113292692739382,nhu cầu lịch sử và tính mùa vụ
high_intent_traffic_share_lag30,0.0013445904478430748,84.0,520.517822265625,0.00017294678,0.00034844764741137624,COGS_Ratio,0.1410920832598346,nhu cầu lịch sử và tính mùa vụ
daily_total_quantity_roll7,12556225740800.0,36.0,458.8249206542969,3017.2747,4559.46455078125,Revenue_Residual,0.1385208823336375,nhu cầu lịch sử và tính mùa vụ
daily_stockout_rate_lag30,10472025751552.0,34.0,445.7970275878906,5857.0913,7988.19150390625,Revenue_Residual,0.13730543331814174,nhu cầu lịch sử và tính mùa vụ
daily_order_line_count_roll7,12825847136256.0,47.0,330.0,3285.418,2226.0947998046877,Revenue_Residual,0.1368390591287646,nhu cầu lịch sử và tính mùa vụ
wt_bounce_rate_lag7,0.0008293487480841577,82.0,498.4890441894531,0.0001984335,0.0003664255084004253,COGS_Ratio,0.13681707825257686,nhu cầu lịch sử và tính mùa vụ
daily_cod_order_ratio_lag30,0.0013454578584060073,70.0,596.4656982421875,0.0003517693,0.0005227006855420768,COGS_Ratio,0.13681265125085784,nhu cầu lịch sử và tính mùa vụ
wt_unique_visitors_roll30,49692746448896.0,2.0,125.19999694824219,1643.7878,1705.942333984375,Revenue_Residual,0.13669558269379495,nhu cầu lịch sử và tính mùa vụ
daily_stockout_rate_roll30,11932997255168.0,43.0,321.7627258300781,4398.132,8238.0193359375,Revenue_Residual,0.13666967639489938,nhu cầu lịch sử và tính mùa vụ
daily_discount_amount_lag365,7750682673152.0,13.0,715.9384765625,6381.3105,9522.0119140625,Revenue_Residual,0.13642308668369546,nhu cầu lịch sử và tính mùa vụ
category_reason_weighted_return_risk_lag30,0.001314054592512548,89.0,430.4776306152344,0.00028636758,0.00022787394700571895,COGS_Ratio,0.136377739297944,nhu cầu lịch sử và tính mùa vụ
aov_lag30,13936901488640.0,22.0,445.2954406738281,8414.809,10231.666015625,Revenue_Residual,0.13548480850650513,nhu cầu lịch sử và tính mùa vụ
financing_intensity_index_lag30,0.0008134079980663955,85.0,458.5411682128906,0.000122368,0.00023583278525620698,COGS_Ratio,0.13472003596281573,nhu cầu lịch sử và tính mùa vụ
regional_revenue_concentration_index_roll30,0.0015767948934808373,84.0,460.7154541015625,0.00016458078,0.0001974492013687268,COGS_Ratio,0.13415594172591133,nhu cầu lịch sử và tính mùa vụ
financing_intensity_index_roll30,0.0010481476783752441,72.0,560.1985473632812,0.00024206124,0.0003266919869929552,COGS_Ratio,0.1337342392692557,nhu cầu lịch sử và tính mùa vụ
customer_repurchase_cadence_index_lag30,0.0010495064780116081,88.0,410.5556640625,0.00029104544,0.00035192286013625563,COGS_Ratio,0.13360225170446655,nhu cầu lịch sử và tính mùa vụ
legacy_order_ratio_lag30,15504443965440.0,14.0,493.5999450683594,7304.17,10834.04375,Revenue_Residual,0.13313485843442535,nhu cầu lịch sử và tính mùa vụ
financing_intensity_index_roll7,0.0009279093355871737,83.0,460.779541015625,0.0001208438,0.00027481280267238617,COGS_Ratio,0.13312651980534518,nhu cầu lịch sử và tính mùa vụ
week_of_year,0.05704303830862045,58.0,477.7086486816406,0.0016611284,0.0023868617601692675,COGS_Ratio,0.13285739947101408,"hiệu ứng lịch, mùa vụ ngắn hạn và ngày đặc biệt"
category_encoded_lag365,11420979691520.0,28.0,319.4642639160156,10330.852,16011.1140625,Revenue_Residual,0.13224354080725126,nhu cầu lịch sử và tính mùa vụ
regional_revenue_concentration_index_roll30,10487955718144.0,31.0,401.2483825683594,8351.424,8116.06044921875,Revenue_Residual,0.13195418080164661,nhu cầu lịch sử và tính mùa vụ
wt_avg_session_dur_lag365,0.0024972734972834587,73.0,524.9382934570312,0.00021235416,0.00023847093107178807,COGS_Ratio,0.13074782536220628,nhu cầu lịch sử và tính mùa vụ
daily_avg_fill_rate_lag7,0.0011949215549975634,83.0,427.8662414550781,0.00024313615,0.00033854025532491504,COGS_Ratio,0.13032820317075863,nhu cầu lịch sử và tính mùa vụ
avg_delivery_days_roll30,9923539763200.0,29.0,438.3034362792969,5606.3,9902.315625,Revenue_Residual,0.1302885702210061,nhu cầu lịch sử và tính mùa vụ
daily_promo_order_count_roll7,17980868001792.0,10.0,465.8900451660156,7576.495,9909.39921875,Revenue_Residual,0.12980721823694982,nhu cầu lịch sử và tính mùa vụ
daily_avg_fill_rate_roll30,0.0028335268143564463,77.0,454.55194091796875,0.0004996335,0.0006626276299357414,COGS_Ratio,0.12967559086226532,nhu cầu lịch sử và tính mùa vụ
size_mix_return_pressure_lag365,0.0012234848691150546,77.0,465.2259521484375,0.00027410005,0.0002741349569987506,COGS_Ratio,0.12839052462904482,nhu cầu lịch sử và tính mùa vụ
wt_page_views_lag7,0.0011778910411521792,70.0,519.88427734375,0.00025085808,0.00040258634253405036,COGS_Ratio,0.12770107163887473,nhu cầu lịch sử và tính mùa vụ
regional_revenue_concentration_index_lag365,0.0011141556315124035,76.0,461.2933349609375,0.00027993467,0.0003976499661803246,COGS_Ratio,0.1273732872741698,nhu cầu lịch sử và tính mùa vụ
upt_lag365,8907599642624.0,27.0,347.1370544433594,10110.72,15470.148046875,Revenue_Residual,0.1273307326877654,nhu cầu lịch sử và tính mùa vụ
active_customer_demographic_mix_score_lag7,29782200811520.0,8.0,161.39999389648438,9576.711,14087.884765625,Revenue_Residual,0.1272367226699775,nhu cầu lịch sử và tính mùa vụ
daily_mobile_order_ratio_roll7,0.0009678688365966082,84.0,395.00836181640625,0.000119497956,0.0002783509669825435,COGS_Ratio,0.1270116824569008,nhu cầu lịch sử và tính mùa vụ
month,8563188039680.0,3.0,824.63330078125,2707.5789,4194.3017578125,Revenue_Residual,0.1264535868521262,"hiệu ứng lịch, mùa vụ ngắn hạn và ngày đặc biệt"
legacy_aov_lag365,0.004053397104144096,69.0,504.5087890625,0.00021987948,0.0005031174630858004,COGS_Ratio,0.12571960760358195,nhu cầu lịch sử và tính mùa vụ
avg_delivery_days_roll30,0.001563533442094922,84.0,365.66192626953125,0.00017214452,0.0003841133264359087,COGS_Ratio,0.12449181274549848,nhu cầu lịch sử và tính mùa vụ
daily_total_item_revenue_lag30,0.00338190421462059,78.0,413.5898132324219,0.0002811272,0.0003316209127660841,COGS_Ratio,0.12436381793997311,nhu cầu lịch sử và tính mùa vụ
daily_discount_depth_roll30,0.006259037647396326,48.0,670.856201171875,0.00028977683,0.0006920682266354561,COGS_Ratio,0.12427487283301057,nhu cầu lịch sử và tính mùa vụ
daily_discount_amount_lag30,0.04483047500252724,36.0,695.3416137695312,0.00068548863,0.0009584952495060861,COGS_Ratio,0.1240740997093958,nhu cầu lịch sử và tính mùa vụ
daily_return_risk_index_lag30,0.001743862871080637,75.0,439.5173034667969,0.00014775172,0.0003130460681859404,COGS_Ratio,0.1233157821986097,nhu cầu lịch sử và tính mùa vụ
daily_order_line_count_lag30,0.0018478631973266602,47.0,682.4212646484375,0.00044748557,0.0003181794832926244,COGS_Ratio,0.12329503334411088,nhu cầu lịch sử và tính mùa vụ
daily_avg_fill_rate_roll7,0.0016017114976420999,84.0,358.3940124511719,0.00012883343,0.00025746950122993437,COGS_Ratio,0.12313269305338052,nhu cầu lịch sử và tính mùa vụ
wt_bounce_rate_roll30,0.0018466080073267221,82.0,363.5378112792969,0.00019018275,0.0003780391998589039,COGS_Ratio,0.12239628443353615,nhu cầu lịch sử và tính mùa vụ
daily_stockout_rate_roll7,10639212806144.0,44.0,198.09771728515625,5606.0864,7931.70693359375,Revenue_Residual,0.12224208224944477,nhu cầu lịch sử và tính mùa vụ
avg_delivery_days_roll7,0.0012023565359413624,87.0,317.696533203125,0.000181521,0.00029880887013860046,COGS_Ratio,0.12197252471667153,nhu cầu lịch sử và tính mùa vụ
